natural_language_query,sql_query,column_used,expected_llm_response,expected_llm_response_key_column_match,expected_llm_response_value_column_candidates,ground_truth_column,ground_truth_selection_details,final_column,Table or Retrieval
"In Melanoma Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.","SELECT ""Primary endpoint""
FROM clinical_trials
WHERE ""Cancer type"" = 'Melanoma' AND ""Trial phase"" = 'Phase 2';",Primary endpoint,"{""primary_endpoint_category"": ""PFS""}",primary_endpoint_category -> Primary endpoint [MATCH 0.98],"primary_endpoint_category=""PFS"" -> Follow-up duration for primary endpoint(s) in months | Overall [1.00], Primary endpoint [1.00], Secondary endpoint [1.00]",Primary endpoint,"{""question"": ""In Melanoma Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other."", ""entries"": [{""key"": ""primary_endpoint_category"", ""chosen_column"": ""Primary endpoint"", ""chosen_reason"": ""question_mention_override"", ""score_winner"": ""Primary endpoint"", ""question_mention_winner"": ""Primary endpoint"", ""candidates"": [{""column"": ""Primary endpoint"", ""candidate_score"": 0.9804878048780488, ""combined_score"": 0.9902439024390244, ""key_score"": 0.9804878048780488, ""value_score"": 1.0, ""mention_score"": 1.0, ""sources"": [""key_match"", ""value_match""]}]}]}",Primary endpoint,Table (Primary endpoint)
"In Mesothelioma Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.","SELECT ""Primary endpoint""
FROM clinical_trials
WHERE ""Cancer type"" = 'Mesothelioma' AND ""Trial phase"" = 'Phase 3';",Primary endpoint,"{""primary_endpoint_category"": ""PFS""}",primary_endpoint_category -> Primary endpoint [MATCH 0.98],"primary_endpoint_category=""PFS"" -> Follow-up duration for primary endpoint(s) in months | Overall [1.00], Primary endpoint [1.00], Secondary endpoint [1.00]",Primary endpoint,"{""question"": ""In Mesothelioma Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other."", ""entries"": [{""key"": ""primary_endpoint_category"", ""chosen_column"": ""Primary endpoint"", ""chosen_reason"": ""question_mention_override"", ""score_winner"": ""Primary endpoint"", ""question_mention_winner"": ""Primary endpoint"", ""candidates"": [{""column"": ""Primary endpoint"", ""candidate_score"": 0.9804878048780488, ""combined_score"": 0.9902439024390244, ""key_score"": 0.9804878048780488, ""value_score"": 1.0, ""mention_score"": 1.0, ""sources"": [""key_match"", ""value_match""]}]}]}",Primary endpoint,Table (Primary endpoint)
"In Hodgkin Lymphoma trials, convert 'Original/Follow up' status into a boolean is_follow_up.","SELECT ""Originial publication or Follow-up""
FROM clinical_trials
WHERE ""Cancer type"" = 'Hodgkin Lymphoma';",Originial publication or Follow-up,"{""is_follow_up"": false}",is_follow_up -> Originial publication or Follow-up [MATCH 1.00],"is_follow_up=false -> no close value match (best: Secondary endpoint, 0.67)",no_match,"{""question"": ""In Hodgkin Lymphoma trials, convert 'Original/Follow up' status into a boolean is_follow_up."", ""entries"": [{""key"": ""is_follow_up"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Multiple Myeloma Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.","SELECT ""Primary endpoint""
FROM clinical_trials
WHERE ""Cancer type"" = 'Multiple Myeloma' AND ""Trial phase"" = 'Phase 3';",Primary endpoint,"{""primary_endpoint_category"": ""PFS""}",primary_endpoint_category -> Primary endpoint [MATCH 0.98],"primary_endpoint_category=""PFS"" -> Follow-up duration for primary endpoint(s) in months | Overall [1.00], Primary endpoint [1.00], Secondary endpoint [1.00]",Primary endpoint,"{""question"": ""In Multiple Myeloma Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other."", ""entries"": [{""key"": ""primary_endpoint_category"", ""chosen_column"": ""Primary endpoint"", ""chosen_reason"": ""question_mention_override"", ""score_winner"": ""Primary endpoint"", ""question_mention_winner"": ""Primary endpoint"", ""candidates"": [{""column"": ""Primary endpoint"", ""candidate_score"": 0.9804878048780488, ""combined_score"": 0.9902439024390244, ""key_score"": 0.9804878048780488, ""value_score"": 1.0, ""mention_score"": 1.0, ""sources"": [""key_match"", ""value_match""]}]}]}",Primary endpoint,Table (Primary endpoint)
"In Multiple Myeloma trials, from the secondary endpoint text flag if immune-related adverse events (irAEs) were explicitly assessed.","SELECT ""Secondary endpoint""
FROM clinical_trials
WHERE ""Cancer type"" = 'Multiple Myeloma';",Secondary endpoint,"{""irAE_assessed"": true}","irAE_assessed -> no close match (best: Trial phase, 0.50)","irAE_assessed=true -> no close value match (best: Trial name, 0.69)",no_match,"{""question"": ""In Multiple Myeloma trials, from the secondary endpoint text flag if immune-related adverse events (irAEs) were explicitly assessed."", ""entries"": [{""key"": ""irAE_assessed"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"For Durvalumab, Tremelimumab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.","SELECT ""Year""
FROM clinical_trials
WHERE ""Name of ICI"" = 'Durvalumab, Tremelimumab';",Year,"{""era"": ""≥2019""}","era -> no close match (best: Type of therapy, 0.60)","era=""≥2019"" -> Year [1.00], Follow-up duration for primary endpoint(s) in months | Overall [0.85]",no_match,"{""question"": ""For Durvalumab, Tremelimumab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019."", ""entries"": [{""key"": ""era"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Melanoma combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).","SELECT ""Type of combination""
FROM clinical_trials
WHERE ""Cancer type"" = 'Melanoma' AND ""Monotherapy/combination"" = 'Combination';",Type of combination,"{""combo_type_norm"": ""ICI+Chemo""}","combo_type_norm -> no close match (best: Type of combination, 0.67)","combo_type_norm=""ICI+Chemo"" -> Type of combination [1.00], Control arm [0.89], Type of control [0.89]",no_match,"{""question"": ""In Melanoma combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI)."", ""entries"": [{""key"": ""combo_type_norm"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Gastric/GEJ trials, convert 'Type of therapy' into is_combination = true/false.","SELECT ""Type of therapy""
FROM clinical_trials
WHERE ""Cancer type"" = 'Gastric/GEJ';",Type of therapy,"{""is_combination"": true}",is_combination -> Monotherapy/combination [MATCH 1.00],"is_combination=true -> no close value match (best: Trial name, 0.69)",no_match,"{""question"": ""In Gastric/GEJ trials, convert 'Type of therapy' into is_combination = true/false."", ""entries"": [{""key"": ""is_combination"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Bladder trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).","SELECT ""Follow-up duration for primary endpoint(s) in months | Overall""
FROM clinical_trials
WHERE ""Cancer type"" = 'Bladder';",Follow-up duration for primary endpoint(s) in months | Overall,"{""maturity"": ""mature""}","maturity -> no close match (best: Author, 0.43)","maturity=""mature"" -> no close value match (best: Trial name, 0.50)",no_match,"{""question"": ""In Bladder trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing)."", ""entries"": [{""key"": ""maturity"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Colorectal trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).","SELECT ""Follow-up duration for primary endpoint(s) in months | Overall""
FROM clinical_trials
WHERE ""Cancer type"" = 'Colorectal';",Follow-up duration for primary endpoint(s) in months | Overall,"{""maturity"": ""mature""}","maturity -> no close match (best: Author, 0.43)","maturity=""mature"" -> no close value match (best: Trial name, 0.50)",no_match,"{""question"": ""In Colorectal trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing)."", ""entries"": [{""key"": ""maturity"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Renal cell trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.","SELECT ""Clinical setting""
FROM clinical_trials
WHERE ""Cancer type"" = 'Renal cell';",Clinical setting,"{""setting_normalized"": ""metastatic/advanced""}","setting_normalized -> no close match (best: Clincal setting in relation to surgery, 0.50)","setting_normalized=""metastatic/advanced"" -> no close value match (best: Clincal setting in relation to surgery, 0.50)",no_match,"{""question"": ""In Renal cell trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced."", ""entries"": [{""key"": ""setting_normalized"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Colorectal Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.","SELECT ""Primary endpoint""
FROM clinical_trials
WHERE ""Cancer type"" = 'Colorectal' AND ""Trial phase"" = 'Phase 2';",Primary endpoint,"{""primary_endpoint_category"": ""PFS""}",primary_endpoint_category -> Primary endpoint [MATCH 0.98],"primary_endpoint_category=""PFS"" -> Follow-up duration for primary endpoint(s) in months | Overall [1.00], Primary endpoint [1.00], Secondary endpoint [1.00]",Primary endpoint,"{""question"": ""In Colorectal Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other."", ""entries"": [{""key"": ""primary_endpoint_category"", ""chosen_column"": ""Primary endpoint"", ""chosen_reason"": ""question_mention_override"", ""score_winner"": ""Primary endpoint"", ""question_mention_winner"": ""Primary endpoint"", ""candidates"": [{""column"": ""Primary endpoint"", ""candidate_score"": 0.9804878048780488, ""combined_score"": 0.9902439024390244, ""key_score"": 0.9804878048780488, ""value_score"": 1.0, ""mention_score"": 1.0, ""sources"": [""key_match"", ""value_match""]}]}]}",Primary endpoint,Table (Primary endpoint)
"In NSCLC trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.","SELECT ""Clinical setting""
FROM clinical_trials
WHERE ""Cancer type"" = 'NSCLC';",Clinical setting,"{""setting_normalized"": ""metastatic/advanced""}","setting_normalized -> no close match (best: Clincal setting in relation to surgery, 0.50)","setting_normalized=""metastatic/advanced"" -> no close value match (best: Clincal setting in relation to surgery, 0.50)",no_match,"{""question"": ""In NSCLC trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced."", ""entries"": [{""key"": ""setting_normalized"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Bladder trials, convert 'Original/Follow up' status into a boolean is_follow_up.","SELECT ""Originial publication or Follow-up""
FROM clinical_trials
WHERE ""Cancer type"" = 'Bladder';",Originial publication or Follow-up,"{""is_follow_up"": false}",is_follow_up -> Originial publication or Follow-up [MATCH 1.00],"is_follow_up=false -> no close value match (best: Secondary endpoint, 0.67)",no_match,"{""question"": ""In Bladder trials, convert 'Original/Follow up' status into a boolean is_follow_up."", ""entries"": [{""key"": ""is_follow_up"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Prostate studies using ICI+TKI, list the TKI agent(s) mentioned in the treatment regimen.","SELECT ""Treatment regimen""
FROM clinical_trials
WHERE ""Cancer type"" = 'Prostate' AND ""Type of combination"" = 'ICI+TKI';",Treatment regimen,"{""tki_agents"": [""axitinib""]}","tki_agents -> no close match (best: Trial name, 0.53)","tki_agents=[""axitinib""] -> Treatment regimen [1.00], Control regimen [0.71]",no_match,"{""question"": ""In Prostate studies using ICI+TKI, list the TKI agent(s) mentioned in the treatment regimen."", ""entries"": [{""key"": ""tki_agents"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Mesothelioma trials, from the secondary endpoint text flag if immune-related adverse events (irAEs) were explicitly assessed.","SELECT ""Secondary endpoint""
FROM clinical_trials
WHERE ""Cancer type"" = 'Mesothelioma';",Secondary endpoint,"{""irAE_assessed"": true}","irAE_assessed -> no close match (best: Trial phase, 0.50)","irAE_assessed=true -> no close value match (best: Trial name, 0.69)",no_match,"{""question"": ""In Mesothelioma trials, from the secondary endpoint text flag if immune-related adverse events (irAEs) were explicitly assessed."", ""entries"": [{""key"": ""irAE_assessed"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Bladder trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.","SELECT ""Name of ICI""
FROM clinical_trials
WHERE ""Cancer type"" = 'Bladder';",Name of ICI,"{""class"": ""PD-1""}",class -> Class of ICI [MATCH 1.00],"class=""PD-1"" -> Class of ICI [1.00], Primary endpoint [1.00], Secondary endpoint [1.00]",Class of ICI,"{""question"": ""In Bladder trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4."", ""entries"": [{""key"": ""class"", ""chosen_column"": ""Class of ICI"", ""chosen_reason"": ""question_mention_override"", ""score_winner"": ""Class of ICI"", ""question_mention_winner"": ""Class of ICI"", ""candidates"": [{""column"": ""Class of ICI"", ""candidate_score"": 1.0, ""combined_score"": 1.0, ""key_score"": 1.0, ""value_score"": 1.0, ""mention_score"": 1.0, ""sources"": [""key_match"", ""value_match""]}]}]}",Class of ICI,Table (Class of ICI)
"For Brentuximab-vedotin trials in Breast, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","SELECT ""Trial name""
FROM clinical_trials
WHERE ""Name of ICI"" = 'Brentuximab-vedotin' AND ""Cancer type"" = 'Breast';",Trial name,"{""trial_acronym"": ""KEYNOTE-042""}","trial_acronym -> no close match (best: Trial name, 0.70)","trial_acronym=""KEYNOTE-042"" -> Trial name [1.00]",no_match,"{""question"": ""For Brentuximab-vedotin trials in Breast, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx)."", ""entries"": [{""key"": ""trial_acronym"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
"In Mesothelioma trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).","SELECT ""Follow-up duration for primary endpoint(s) in months | Overall""
FROM clinical_trials
WHERE ""Cancer type"" = 'Mesothelioma';",Follow-up duration for primary endpoint(s) in months | Overall,"{""maturity"": ""mature""}","maturity -> no close match (best: Author, 0.43)","maturity=""mature"" -> no close value match (best: Trial name, 0.50)",no_match,"{""question"": ""In Mesothelioma trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing)."", ""entries"": [{""key"": ""maturity"", ""chosen_column"": ""no_match"", ""chosen_reason"": ""no_candidates_above_cutoff"", ""score_winner"": ""no_match"", ""question_mention_winner"": null, ""candidates"": []}]}",no_match,Retrieval
